id,businessName,vertical,website,phone,email,lat,lon,source,score
"node-596157925","Western Dental","dentist","https://www.westerndental.com/en-us/find-a-location/california/san-diego/3802-clairemont-mesa-boulevard/","+1-858-200-7308","corporate@westerndental.com","32.8280493","-117.205798","overpass","8.6"
"node-12724457522","Western Dental","dentist","https://www.westerndental.com/en-us/find-a-location/california/lemon-grove/7046-broadway","+1-619-419-1298","corporate@westerndental.com","32.7432831","-117.0457946","overpass","8.6"
"node-11626066493","A+ Family Dentistry","dentist","https://www.aplusfamilydentistry.com","1771829362","sandiego@aplusfamilydentistry.com","32.7554367","-117.1118503","overpass","8.6"
"way-1002514113","Bath Fitter","plumber","https://www.bathfitter.com/location/sandiegosw/","106-2694476","privacy@bathfitter.com","32.7968918","-116.9706166","overpass","8.6"
"node-12734562801","All American Plumbing","plumber","https://plumbing-sandiego.net/","+1 858-842-7876","allamericanplumbingsd@gmail.com","32.9564103","-117.0229027","overpass","8.4"
"node-2993393933","Medarts Weight Loss Specialists","med_clinic","https://Medartsweightloss.com","+1-619-866-3333","Info@medartsweightloss.com","32.718926","-117.160521","overpass","8.4"
"node-12091896572","Reproductive Wellness","med_clinic","https://reproductivewellness.com/","+1-858-381-2281","frontdesk@reproductivewellness.com","32.7707108","-117.1339888","overpass","8.4"
"node-4865734055","The Secret Vein Clinic","med_clinic","https://thesecretveinclinic.com/","+1-8584123353","info@thesecretveinclinic.com","32.8425748","-117.2734455","overpass","8.4"
"node-11150421504","IWC Primary Care, An Innovative Wellness Clinic","med_clinic","https://www.iwcprimarycare.com/","+1 858-648-0755","NP.Lily@iwcprimarycare.com","32.7301881","-116.9708925","overpass","8.4"
"node-12492343984","YourEggs","med_clinic","https://youreggs.com/egg-donors-san-diego/","+1 858-815-5444","Info@youreggs.com","32.9193699","-117.2382501","overpass","8.4"
"node-13461116078","CalTMS","med_clinic","https://caltms.com/","17297604539","reagan@anodeagency.com","32.8352074","-116.9852226","overpass","8.4"
"node-12985368243","Sunset Cliffs Plumbing, Water Heater Repair & Drain Cleaning","plumber","https://www.sunsetcliffsplumbing.com","+1 858-544-0742","John@sunsetcliffsplumbing.com","32.7440418","-117.2544459","overpass","8.3"
"node-5481062041","San Diego American Indian Health Center","med_clinic","https://sdaihc.org/","+1 619 234 2158","info@sdaihc.org","32.7328889","-117.164222","overpass","8.2"
"node-9188657296","St. Paul's Place","med_clinic","https://www.stpaulspace.org/locations/pace-el-cajon/","+1-619-551-7400","info@stpaulspace.org","32.8083221","-116.9352291","overpass","8.2"
"way-31802320","Student Health Services","med_clinic","https://studenthealth.ucsd.edu/","+1-858-534-3300","studenthealth@ucsd.edu","32.8794519","-117.2380578","overpass","8.2"
"node-10113857462","Restore SD Plastic Surgery: Katerina Gallus, MD, FACS","med_clinic","https://restoresdplasticsurgery.com/","+1 858-224-2281","info@restoresdplasticsurgery.com","32.8699117","-117.2277442","overpass","8.1"
"node-5144565100","Armstrong & Associates","real_estate","https://armstrongestates.com/","+1-858-229-8752","todd3778@gmail.com","32.7500093","-117.1707856","overpass","8"
"node-596324137","Casa By Craft","real_estate","https://www.casabycraft.com","+1-619-994-0045","contact@casabycraft.com","32.76964","-117.133837","overpass","8"
"node-596448390","Jeremy Root San Diego Realtor®","real_estate","https://www.jeremyroot.com/","+1-858-531-3395","jerermy@jeremyroot.com","32.910595","-117.1142485","overpass","8"
"node-13555685940","McT Real Estate Group","real_estate","https://www.mctrealestategroup.com/","+1-619-736-7003","info@mctrealestategroup.com","32.7803893","-117.1301312","overpass","8"
"node-5185425049","Aumann Bender & Associates","real_estate","https://www.luxurysocalrealty.com","+1-760-212-2717","hello@luxurysocalrealty.com","32.8481226","-117.27338","overpass","8"
"way-132907298","TLC Manufactured Homes, Inc.","real_estate","http://www.tlcmanufacturedhomes.com/","+1 858-486-0771","chris@contempographicdesign.com","32.9577257","-117.0399506","overpass","8"
"way-1305851964","Colwell Realty Sales & Property Management","real_estate","https://www.colwellproperties.com","2261134234","Office@colwellrealtyib.com","32.5841568","-117.131063","overpass","8"
"node-13585620065","Baja Dental Smile","dentist","https://www.mexdentalimplants.com","","hello@mexdentalimplants.com","32.520784","-117.0124962","overpass","7.6"
"node-12281098009","Altura Mental Health","med_clinic","https://alturamentalhealth.com/","","info@alturamentalhealth.com","32.7993105","-117.2416537","overpass","7.4"
"node-12497637215","Barely There Beauty Bar","med_spa","https://www.barelytheresd.com/","+1-619-880-0046","barelytheresd@gmail.com","32.756134","-117.1971886","overpass","7.4"
"node-10920768139","HD Skincare & Lashes","med_spa","https://haleydiedrich.glossgenius.com/","+1 619 402 5909","hdskincare21@gmail.com","32.8415309","-116.9959431","overpass","7.4"
"node-12829538101","Reflections Salon & Day Spa","med_spa","http://reflectionssalonwebsite.com","+1-619-334-2240","gingerreflections@gmail.com","32.858834","-116.9215225","overpass","7.4"
"node-4798653388","Crawford Glam","med_spa","https://crawfordglam.com","+1-858-230-7574","info@crawfordglam.com","32.8439249","-117.2739362","overpass","7.4"
"node-5870511586","Maile's Nails","med_spa","https://mailesnails.com/","+1-619-585-4761","micah@micahrich.com","32.6402964","-117.0793261","overpass","7.4"
"node-9414338727","Revive Lash & Nail","med_spa","http://revivelashandnail.com/","+1-619-466-6854","PERFECTBEAUTYCENTER7140@GMAIL.COM","32.8108596","-117.1159797","overpass","7.4"
"node-2609048960","Nailoscope","med_spa","https://nailoscope.com/","1707873563","info@nailoscope.com","32.8274786","-117.2063952","overpass","7.4"
"node-10170227727","Orissa Spa Boutique","med_spa","https://orissaspa.com/","1748355328","info@orissaspa.com","32.6605385","-116.9703483","overpass","7.4"
"node-12903818356","Waxing the City","med_spa","https://www.waxingthecity.com/locations/w498/us/ca/san-diego/","10331260218","mediainquiries@sebrands.com","32.9207676","-117.2135444","overpass","7.4"
"node-3674344403","Dental Pacifico","dentist","","(01152664)6343325","zaboriarjo@hotmail.com","32.5241587","-117.013564","overpass","6.3"
"node-5870512085","Pacific Dental","dentist","","+14761600","PacificDental1@gmail.com","32.6406499","-117.079977","overpass","6.3"
"node-12653491379","Truong Orthodontist","dentist","","+1-858-484-4707","drtruong@post.harvard.edu","32.95884","-117.1247014","overpass","6.3"
"node-6311883429","Ace Contractors Plumbing, Heating, And Air","plumber","https://www.plumbing-heating-air-experts.com/","+1 858 480 6618","","32.7120478","-117.1676218","overpass","5.6"
"node-9270946571","Anderson Plumbing, Heating & Air","plumber","https://www.andersonplumbingheatingandair.com","+1-619-866-4996","","32.8214017","-116.9802032","overpass","5.6"
"node-8855566586","Bright Now! Dental","dentist","https://www.brightnow.com/dentist-near-me/el-cajon-dentist/51050","+1-619-212-7959","","32.7453366","-116.92934","overpass","5.6"
"node-12145134201","Carmel Valley Dentist Office","dentist","https://www.carmelvalleydentistoffice.com","+1 858-251-1407","","32.9290642","-117.1974587","overpass","5.6"
"node-5870511642","Chula Vista Smiles","dentist","https://chulavista-smiles.com/","+1-619-427-1315","","32.6440109","-117.08116","overpass","5.6"
"node-9411532272","Collins Pacific Plumbing, Inc.","plumber","https://www.collinspacific.com/","+1-858-361-4140","","32.8853394","-117.1570847","overpass","5.6"
"node-12128842939","Convoy Dental","dentist","https://www.convoydental.com","+1 858-223-9632;+1 858-569-1100","","32.8137603","-117.1531665","overpass","5.6"
"node-9968736672","El Cajon Family Dental","dentist","http://elcajonfamilydental.com/","+1 619 466 1292","","32.8005231","-117.0026162","overpass","5.6"
"node-6321267779","Estrella Dental Implant & Cosmetic Center","dentist","https://www.estrelladental.com/","+1-619-397-4111","","32.6512389","-116.9560889","overpass","5.6"
"node-12356671875","Impression Dental Group","dentist","https://www.impressiondentalgroup.com","+1 858-578-4677","","32.9144409","-117.1461166","overpass","5.6"
"node-4578719697","Korel Family Dentistry","dentist","https://dentistelcajon.com/","+1-619-444-3393","","32.7781266","-116.956899","overpass","5.6"
"node-12208941458","La Jolla Dental Image","dentist","https://lajolladentalimage.com","+1 858-202-0481","","32.8730204","-117.2176038","overpass","5.6"
"node-13318445984","Lemon Grove Dental","dentist","https://lemongrovedental.com","+1-619-697-9501","","32.7438039","-117.022746","overpass","5.6"
"way-958889258","Mark A. Kretz, D.D.S.","dentist","https://www.markkretzdds.com/","+1-619-222-0531","","32.730178","-117.2257929","overpass","5.6"
"node-9409191260","Mr. Rooter","plumber","https://mrrooter.com/san-diego-county/","+1-858-278-7600","","32.8382493","-117.1243678","overpass","5.6"
"node-3017460778","My Plumber CA","plumber","https://www.myplumberca.com/","+1-619-447-5556","","32.834861","-117.163364","overpass","5.6"
"node-12425573320","Naples Dental","dentist","https://www.naplesdental.com","+1-619-425-5323","","32.6136964","-117.0707107","overpass","5.6"
"node-13569267410","Nimmi Shine Dental","dentist","https://nimmishinedental.com","+1 858 999-8550","","32.899961","-117.1187151","overpass","5.6"
"node-10604574591","North County Orthopedic Medical Group","dentist","https://northcountyomg.com","+1-858-457-4040","","32.8699413","-117.226748","overpass","5.6"
"node-9684712979","Pacific Beach Family Dental","dentist","https://pbfamilydental.com","+1 858-270-1922","","32.8018664","-117.253372","overpass","5.6"
"node-12653491370","Pierce Family Dentistry","dentist","https://www.piercefamilydental.com/","+1-858-484-3300","","32.9569027","-117.1273353","overpass","5.6"
"node-11960784598","Point Loma Electric and Plumbing","plumber","https://www.pointlomaelectric.com/","+1 619-738-3101","","32.8301422","-117.1470574","overpass","5.6"
"node-12653491360","PQ Family Dental","dentist","https://www.pqfamilydental.com/","+1-858-484-9222","","32.9574988","-117.1253838","overpass","5.6"
"node-8851450227","RSD Dental Group & Orthodontics","dentist","https://www.rsddentalgroup.com","+1-619-660-2424","","32.7389668","-116.9382144","overpass","5.6"
"node-10661145899","San Diego Dental Center","dentist","https://www.sandiegodentalcenter.com/","+1-619-462-8550","","32.7799773","-117.008862","overpass","5.6"
"node-12136805301","Smile Dental of San Diego","dentist","https://smiledentalservices.com/","+1-619-462-2272","","32.7589035","-117.0363786","overpass","5.6"
"node-10835627098","Socal Plumber Experts","plumber","https://www.socalplumberexperts.com/","+1 619 704 0525","","32.8338734","-117.2095674","overpass","5.6"
"node-5737498536","Sorrento Valley Dental Group","dentist","https://www.sorrentovalleydental.com/","+1-858-558-2121","","32.9000763","-117.1884799","overpass","5.6"
"node-8840489122","Sun Valley Dental Care","dentist","https://sunvalleydentalcare.com","+1-619-413-1121","","32.7945712","-116.9401659","overpass","5.6"
"node-12078151303","Gechoff Orthodontics","dentist","https://www.gechofforthodontics.com","619-448-1611","","32.8353592","-116.9854578","overpass","5.6"
"way-31809757","Coast Dental Care","dentist","http://www.coastdentalcare.net/","+1-619-265-0072","","32.7669312","-117.0564914","overpass","5.4"
"way-31843329","Concentra Urgent Care","med_clinic","https://www.concentra.com/urgent-care-centers/california/bay-area/kearny-mesa-urgent-care/","+1-858-277-2744","","32.8361008","-117.1261586","overpass","5.4"
"node-10775676703","Dermal Fillers Botox La Jolla: Dr. Godin, MD","med_clinic","https://www.drgodin.com/botox-la-jolla","+1 858-247-6045","","32.842679","-117.2735138","overpass","5.4"
"node-8849316447","Fresenius Kidney Care Fletcher Parkway","med_clinic","https://www.freseniuskidneycare.com/dialysis-centers/california/7192","+1-619-442-4122","","32.8084697","-116.972973","overpass","5.4"
"node-8840551525","Jamacha Urgent Medical Center","med_clinic","https://www.sharp.com/san-diego-doctors/dr-linda-rouel-82319","+1-619-456-9340","","32.7843958","-116.9287792","overpass","5.4"
"node-5483048438","La Jolla Cosmetic Surgery Centre","med_clinic","https://www.ljcsc.com/","+1 858 452 1981","","32.8828285","-117.2264922","overpass","5.4"
"node-13479585253","La Jolla Dental","dentist","https://lajolladental.org/","+1-858-935-8589","","32.8707056","-117.2361919","overpass","5.4"
"node-10684141564","LifeStance Health Mission Valley","med_clinic","https://lifestance.com/location/san-diego-ca-8989-rio-san-diego-dr/","+1 619 2728391","","32.7750905","-117.1368568","overpass","5.4"
"node-10894567147","MD Today Urgent Care","med_clinic","https://www.mdtoday.com","+1 858-720-0554","","32.9397525","-117.2311906","overpass","5.4"
"way-31819356","Sharp Rees-Stealy Sorrento Mesa","med_clinic","https://www.sharp.com/locations/sharp-rees-stealy-sorrento-mesa-22","+1 858 499 2600","","32.9064043","-117.1807438","overpass","5.4"
"way-933522406","Sharp Rees-Stealy Santee","med_clinic","https://www.sharp.com/locations/sharp-rees-stealy-santee","10331260218","","32.8344142","-116.9827485","overpass","5.4"
"node-9270946572","Bill Howe Plumbing, Heating & Air, Restoration & Flood Services","plumber","https://www.billhowe.com/","+1-858-630-8505","","32.8092757","-117.1321498","overpass","5.3"
"node-9270946573","Bill Howe Plumbing, Heating and Air Conditioning, Restoration and Flood","plumber","https://www.billhowe.com/","+1-858-630-8393","","32.9568002","-117.0224481","overpass","5.3"
"node-12301559857","Point Loma Electric, Plumbing, Drains, and Water Heaters","plumber","https://www.pointlomaelectric.com/","+1-619-432-6175","","32.7985986","-117.2407589","overpass","5.3"
"node-10650737460","8910 Villa La Jolla Drive - Imaging Services","med_clinic","https://health.ucsd.edu/locations/Pages/8910-villa-la-jolla-drive.aspx","+1 619-543-3405","","32.8706238","-117.23418","overpass","5.2"
"node-10650737457","8910 Villa La Jolla Drive - Lab Services","med_clinic","https://health.ucsd.edu/specialties/lab/Pages/default.aspx","+1 858-657-8690","","32.8706244","-117.2341633","overpass","5.2"
"node-10650737459","8910 Villa La Jolla Drive - Pediatrics","med_clinic","https://health.ucsd.edu/locations/Pages/8910-villa-la-jolla-drive.aspx","+1 858-203-4962","","32.8705906","-117.234233","overpass","5.2"
"way-712431463","Kaiser Permanente - El Cajon Medical Offices","med_clinic","https://healthy.kaiserpermanente.org/southern-california/facilities/El-Cajon-Medical-Offices-100133","+1 619 528 5000","","32.7935424","-116.981364","overpass","5.2"
"way-749064291","King-Chavez Health Center","med_clinic","https://www.syhealth.org/clinics/king-chavez-health-center","+1-619-662-4100","","32.6961779","-117.0855449","overpass","5.2"
"node-3311192180","Planned Parenthood","med_clinic","https://www.plannedparenthood.org/health-center/california/el-cajon/92021/el-cajon-health-center-2329-90110#hours-walk-ins","+1-888-743-7526","","32.8111674","-116.918943","overpass","5.2"
"node-10017006658","Planned Parenthood","med_clinic","https://www.plannedparenthood.org/health-center/california/san-diego/92109/mission-bay-mimi-brien-health-center-2330-90110","+1-888-743-7526","","32.8032392","-117.2162523","overpass","5.2"
"way-479846757","Scripps Clinic Rancho Bernardo","med_clinic","https://www.scripps.org/locations/scripps-clinic__scripps-clinic-rancho-bernardo","+1 858 487 1800","","32.9889734","-117.077669","overpass","5.2"
"node-10650737461","Urgent Care - La Jolla","med_clinic","https://health.ucsd.edu/specialties/walk-in-same-day/Pages/urgent-care.aspx","+1-800-926-8273","","32.8705911","-117.2342096","overpass","5.2"
"node-7320512055","Bighorn Mohs Surgery and Dermatology Center","med_clinic","https://www.scripps.org/locations/specialty-centers/scripps-shiley-pavilion/bighorn-mohs-surgery-and-dermatology-center?tab=overview","9910033790","","32.9004031","-117.2430336","overpass","5.2"
"way-993554459","Poway Gold Family Health Center","med_clinic","https://www.nhcare.org/locations-list/poway-gold-family-health-center/","1772882027","","32.9569471","-117.0492165","overpass","5.2"
"node-10848062330","The Beauty Bungalow","med_spa","","+1 619 566 8101","Brittany.duckworth89@gmail.com","32.7410489","-117.1607996","overpass","5.1"
"node-8032920082","Blueprint Homes","real_estate","https://blueprinthomes.com/","+1 619-631-4863","","32.749353","-117.150458","overpass","5"
"way-31809844","Pacific Sotheby's International Realty","real_estate","https://www.pacificsothebysrealty.com/office/621-b-2170-4000957/pacific-sothebys-international-realty","+1-619-516-8895","","32.7212224","-117.2317678","overpass","5"
"node-2337700056","Willis Allen Real Estate","real_estate","https://www.willisallen.com/","+1-858-755-6761","","32.9589443","-117.265322","overpass","5"
"node-13113484601","Finest City Home and Loans","real_estate","https://finestcityliving.com/","17728799503","","32.6435851","-117.0806175","overpass","5"
"node-3804220366","Sand & Sea Investments","real_estate","http://www.keytosd.com","15075254280","","32.7113098","-117.1653797","overpass","5"
"node-358845947","First Avenue Family Planning Michelle Wagner Center","med_clinic","https://www.plannedparenthood.org/health-center/california/san-diego/92101/first-avenue-family-planning-michelle-wagner-center-4037-90110","+1 888 743 7526","","32.7265586","-117.163667","overpass","4.9"
"way-1304223738","Stanford Court Skilled Nursing & Rehabilitation Center","med_clinic","https://lifegen.net/locations/stanford-court-skilled-nursing-rehabilitation-center/","1772483992","","32.8347348","-116.9856999","overpass","4.9"
"way-212475763","Evening Creek Rental Condominiums","real_estate","https://www.eveningcreek.info/","+1 855 839 3849","","32.9625194","-117.0902385","overpass","4.8"
"node-9368683636","Jamacha Dental","dentist","https://www.jamachadentalelcajon.com/","","","32.7860717","-116.9272304","overpass","4.6"
"way-1004818412","Pacific Production Plumbing","plumber","http://pacificproduction.com/","","","32.8165908","-116.9682834","overpass","4.6"
"node-9366452591","Rancho San Diego Dentists","dentist","https://www.ranchosandiegodentists.com/","","","32.7478314","-116.9605668","overpass","4.6"
"node-12106720389","Alchemē","med_spa","https://alchemehealth.com","+1 858-299-4990","","32.9514415","-117.2362235","overpass","4.4"
"node-5716490155","Boudoir Nail Bar","med_spa","https://www.boudoirnailbar.com/","+1-619-934-8124","","32.6373722","-117.0199041","overpass","4.4"
"node-10780254770","Crystal's Nails & Spa","med_spa","https://crystalnailslakeside.com/p/indoor-service","+1-619-390-4326","","32.8508914","-116.9323288","overpass","4.4"
"node-9530955232","European Wax Center","med_spa","https://locations.waxcenter.com/ca/chulavista/chula-vista-terra-nova-0241.html","+1-619-420-2929","","32.6405702","-117.0521535","overpass","4.4"
"node-9366051445","Eva Nails","med_spa","https://evanailselcajon.com/","+1-619-660-9299","","32.7447619","-116.93467","overpass","4.4"
"node-5251472059","Healthy Hair Nectar","med_spa","https://healthyhairnectar.com/","+1-858-336-3999","","32.956635","-117.2646835","overpass","4.4"
"node-8105023855","Infinity Electrolysis","med_spa","https://www.infinityelectrolysis.com/","+1 858-621-3440","","32.9025102","-117.1107269","overpass","4.4"
"node-8855150215","iPolish San Diego","med_spa","https://ipolishsandiego.com/","+1 619 255 1423","","32.7224831","-117.2312782","overpass","4.4"
"way-1364420842","Look Nails","med_spa","https://looknails.setmore.com","+1-619-460-9934","","32.7423153","-117.0303347","overpass","4.4"
"node-9525434920","Paradise Nails and Spa","med_spa","https://www.paradisenails.com/","+1-619-469-8899","","32.7773367","-117.0140034","overpass","4.4"
"node-12724457523","Peacock Nails","med_spa","https://peacocknailsalon.com/lemon-grove","+1-619-698-1466","","32.7432282","-117.0466577","overpass","4.4"
"node-9968736680","Perfection Nails","med_spa","https://perfectionnailselcajon.com/","+1 619 469 2062","","32.8012599","-117.0044319","overpass","4.4"
"node-6794311109","Scents","med_spa","https://outletsattheborder.com/store/scents/","+1-619-428-6000","","32.5435532","-117.0379497","overpass","4.4"
"node-9311713940","Ulta Beauty","med_spa","https://www.ulta.com/stores/san-diego-ca-1475","+1 858-376-4574","","32.9779984","-117.0838222","overpass","4.4"
"node-1499579476","European Wax Center","med_spa","https://locations.waxcenter.com/ca/sandiego/san-diego-clairemont-0175.html","5836144469","","32.8212988","-117.1818372","overpass","4.4"
"node-11054106727","European Wax Center","med_spa","https://locations.waxcenter.com/ca/santee/santee-0439.html","5836144469","","32.840789","-116.9822566","overpass","4.4"
"node-13597076419","Sev","med_spa","https://www.sevlaser.com","+1 858-263-4444","","32.847559","-117.2749028","overpass","4.1"
"node-9339501288","SEV","med_spa","https://sevlaser.com/","10000000000","","32.7067191","-117.1553238","overpass","4.1"
"node-10650737458","8910 Villa La Jolla Drive - Women's Health Services","med_clinic","https://health.ucsd.edu/locations/Pages/8910-villa-la-jolla-drive.aspx","","","32.8705754","-117.2342505","overpass","3.9"
"node-3804220659","iTan sun · spray · spa","med_spa","https://www.itan.com/locations/downtown","","","32.7123845","-117.1643149","overpass","3.4"
"node-5870511591","Alfred Medina Dentistry","dentist","","+1-619-420-6030","","32.6409316","-117.079587","overpass","3.3"
"node-12238990164","Bill Britton Jr., D.D.S.","dentist","","+1 858-556-4200","","32.9179633","-117.1253794","overpass","3.3"
"node-6074685771","Dental Arts of Spring Valley","dentist","","+1-619-479-9143","","32.6981014","-117.0195512","overpass","3.3"
"node-10835627097","Diamond Ace Plumber","plumber","","+1 858 480 6183","","32.8372501","-117.1961172","overpass","3.3"
"way-961427374","Family Dentestry","dentist","","+1-619-588-2624","","32.8148809","-116.9178674","overpass","3.3"
"node-13175883011","Family Dentistry Maria Dulce Vargas-Loo D.M.D.","dentist","","+1 858-467-1223","","32.8332408","-117.1516563","overpass","3.3"
"way-544658182","J.A. Hennes","dentist","","+1-858-486-8400","","32.9503295","-117.0622683","overpass","3.3"
"way-1012852586","Kind Dental of La Mesa","dentist","","+1-619-460-2280","","32.7730125","-117.0101889","overpass","3.3"
"node-3245518713","La Jolla Shores Dental","dentist","","+1 858-459-9772","","32.8539724","-117.2549026","overpass","3.3"
"node-10616570754","Mira Mesa Dental Care","dentist","","+1 858-457-7747","","32.9061845","-117.1714451","overpass","3.3"
"node-13565731950","Natalya Carmichael DDS Family Dentistry","dentist","","+1-858-484-2560","","32.9622891","-117.1171675","overpass","3.3"
"node-13172444196","Origin Dental","dentist","","+1 858-264-2555","","32.8906066","-117.2016481","overpass","3.3"
"node-8855566609","Rancho Dental Arts","dentist","","+1-619-499-8000","","32.7436432","-116.9280878","overpass","3.3"
"node-9365797494","San Diego Children's Dentistry","dentist","","+1-619-376-1202","","32.7437955","-116.9333649","overpass","3.3"
"node-5460552821","Clínica Santa Martha","med_clinic","","6850456","","32.5329435","-117.047491","overpass","3.1"
"node-12279274916","Passport Health Chula Vista Travel Clinic","med_clinic","","+1 619-586-6555","","32.6537092","-116.9670912","overpass","3.1"
"node-9530907109","Rady Children's Health Services","med_clinic","","+1-858-966-8133","","32.638756","-117.0487348","overpass","3.1"
"way-961180845","Angela Andrews Real Estate Services","real_estate","","+1-619-813-3331","","32.8610661","-116.9214246","overpass","2.7"
"node-11415747546","Coldwell Banker","real_estate","","+1858)550075","","32.9831812","-117.2295365","overpass","2.7"
"node-9366051454","Compass Real Estate Services","real_estate","","+1-619-401-2150","","32.7448494","-116.9281986","overpass","2.7"
"node-6896291519","Family Housing","real_estate","","+1-619-556-8443","","32.6920853","-117.1299352","overpass","2.7"
"node-13527482701","Privada del Murua","real_estate","","6645005603","","32.5192064","-116.9457854","overpass","2.7"
"node-9716284480","Team Metro Real Estate","real_estate","","+1-858-822-8845","","32.725974","-117.1600906","overpass","2.7"
"way-1005482839","40/30 Dental","dentist","","","","32.7951926","-116.9424398","overpass","2.3"
"node-3247117544","Aava Dental","dentist","","","","32.8203949","-117.1554019","overpass","2.3"
"node-13565731948","Adam J Brand DDS MS Orthodontist","dentist","","","","32.9621112","-117.1170732","overpass","2.3"
"way-1099741577","Advance Plumbing CO.","plumber","","","","32.8494909","-116.8692738","overpass","2.3"
