leadId,businessName,vertical,website,phone,email,subject,message,smsMessage,ctaUrl,messageKind,followupStage,status,emailStatus,smsStatus,lastError,smsLastError,createdAtUtc
"node-6283807349","Del Mar Endodontics","dentist","https://www.delmarendo.com/","+1-858-792-8201","contact@delmarendo.com","Del Mar Endodontics: 48-hour no-call lead follow-up setup","Hi Del Mar Endodontics team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-6283807349&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Del Mar Endodontics, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-6283807349&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-6283807349&vertical=dentist","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-12508670604","Greyling Dental","dentist","https://www.greylingdental.com","+1 858-292-1155","greylingdental@gmail.com","Greyling Dental: 48-hour no-call lead follow-up setup","Hi Greyling Dental team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12508670604&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Greyling Dental, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12508670604&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12508670604&vertical=dentist","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""Greyling Dental: 90% automated lead follow-up setup"", content:""Hi Greyling Dental team,\n\nI run MYMSAF (MyMultiPlatform Set-and-Forget) for dentist businesses in San Diego.\nWe deploy a no","","2026-03-08T02:36:47.591Z"
"node-9185141771","Helix Mechanical Inc","plumber","https://helixmechanical.com/","+1-619-447-6675","service@helixmechanical.com","Helix Mechanical Inc: 48-hour no-call lead follow-up setup","Hi Helix Mechanical Inc team,

I build automated lead-response systems for plumber businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9185141771&vertical=plumber
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Helix Mechanical Inc, I can deploy a no-call lead follow-up setup for plumber in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9185141771&vertical=plumber","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9185141771&vertical=plumber","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""Helix Mechanical Inc: 90% automated lead follow-up setup"", content:""Hi Helix Mechanical Inc team,\n\nI run MYMSAF (MyMultiPlatform Set-and-Forget) for plumber businesses in San Diego.\nWe d","","2026-03-08T02:36:47.591Z"
"node-11247917476","Ideal Plumbing Heating Air Electrical","plumber","https://idealservice.com/","+1 619 583 7963","ideal@idealService.com","Ideal Plumbing Heating Air Electrical: 48-hour no-call lead follow-up setup","Hi Ideal Plumbing Heating Air Electrical team,

I build automated lead-response systems for plumber businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-11247917476&vertical=plumber
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Ideal Plumbing Heating Air Electrical, I can deploy a no-call lead follow-up setup for plumber in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-11247917476&vertical=plumber","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-11247917476&vertical=plumber","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""Ideal Plumbing Heating Air Electrical: 90% automated lead follow-up setup"", content:""Hi Ideal Plumbing Heating Air Electrical team,\n\nI run MYMSAF (MyMultiPlatform Set-and-Forget) for plum","","2026-03-08T02:36:47.591Z"
"node-7569931248","Integrity Repipe Inc","plumber","https://www.integrityrepipe.com/lakeside/","+1-619-494-3507","4repipe@gmail.com","Integrity Repipe Inc: 48-hour no-call lead follow-up setup","Hi Integrity Repipe Inc team,

I build automated lead-response systems for plumber businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-7569931248&vertical=plumber
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Integrity Repipe Inc, I can deploy a no-call lead follow-up setup for plumber in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-7569931248&vertical=plumber","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-7569931248&vertical=plumber","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"way-31843079","J Geyer Plumbing","plumber","https://jgeyerplumbing.com/","+1-858-755-1811","office@jgeyerplumbing.com","J Geyer Plumbing: 48-hour no-call lead follow-up setup","Hi J Geyer Plumbing team,

I build automated lead-response systems for plumber businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-31843079&vertical=plumber
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi J Geyer Plumbing, I can deploy a no-call lead follow-up setup for plumber in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-31843079&vertical=plumber","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=way-31843079&vertical=plumber","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""J Geyer Plumbing: 90% automated lead follow-up setup"", content:""Hi J Geyer Plumbing team,\n\nI run MYMSAF (MyMultiPlatform Set-and-Forget) for plumber businesses in San Diego.\nWe deploy a ","","2026-03-08T02:36:47.591Z"
"node-12260054260","Jagruti Patel, D.D.S. Family Dentistry","dentist","https://www.jpateldds.com","+1 858-792-2511","jpateldds2000@gmail.com","Jagruti Patel, D.D.S. Family Dentistry: 48-hour no-call lead follow-up setup","Hi Jagruti Patel, D.D.S. Family Dentistry team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12260054260&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Jagruti Patel, D.D.S. Family Dentistry, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12260054260&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12260054260&vertical=dentist","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""Jagruti Patel, D.D.S. Family Dentistry: 90% automated lead follow-up setup"", content:""Hi Jagruti Patel, D.D.S. Family Dentistry team,\n\nI run MYMSAF (MyMultiPlatform Set-and-Forget) for de","","2026-03-08T02:36:47.591Z"
"node-276540980","La Jolla Colony Dental","dentist","https://lajollacolonydental.com","+1-858-546-8600","office@lajollacolonydental.com","La Jolla Colony Dental: 48-hour no-call lead follow-up setup","Hi La Jolla Colony Dental team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-276540980&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi La Jolla Colony Dental, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-276540980&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-276540980&vertical=dentist","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""La Jolla Colony Dental: 90% automated lead follow-up setup"", content:""Hi La Jolla Colony Dental team,\n\nI run MYMSAF (MyMultiPlatform Set-and-Forget) for dentist businesses in San Diego.\n","","2026-03-08T02:36:47.591Z"
"node-9523676651","My Plumber CA","plumber","https://myplumberca.com","+1-619-447-5556","WeCare@MyPlumber.com","My Plumber CA: 48-hour no-call lead follow-up setup","Hi My Plumber CA team,

I build automated lead-response systems for plumber businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9523676651&vertical=plumber
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi My Plumber CA, I can deploy a no-call lead follow-up setup for plumber in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9523676651&vertical=plumber","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-9523676651&vertical=plumber","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-5870511646","Omnitek Dental Ceramics","dentist","http://www.omnitekdental.com/","+1-619-420-0323","info@omnitekdental.com","Omnitek Dental Ceramics: 48-hour no-call lead follow-up setup","Hi Omnitek Dental Ceramics team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5870511646&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Omnitek Dental Ceramics, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5870511646&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-5870511646&vertical=dentist","initial","0","sent","sent","pending","","","2026-03-08T02:36:47.591Z"
"node-12756677819","Palm Dental Group","dentist","https://www.palmdentalgroup.com","+1-619-460-1991","support@TOTO88.com","Palm Dental Group: 48-hour no-call lead follow-up setup","Hi Palm Dental Group team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12756677819&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Palm Dental Group, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12756677819&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-12756677819&vertical=dentist","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""Palm Dental Group: 90% automated lead follow-up setup"", content:""Hi Palm Dental Group team,\n\nI run MYMSAF (MyMultiPlatform Set-and-Forget) for dentist businesses in San Diego.\nWe deploy ","","2026-03-08T02:36:47.591Z"
"node-2222955809","Pearl Cosmetic DDS","dentist","https://www.pearlcosmeticdds.com/","+1-858-513-1747","CS@PearlCosmeticDDS.com","Pearl Cosmetic DDS: 48-hour no-call lead follow-up setup","Hi Pearl Cosmetic DDS team,

I build automated lead-response systems for dentist businesses in San Diego.

What you get in 48 hours:
- instant reply to new leads
- 3-step follow-up sequence
- weekly KPI report sent automatically

No meetings or calls required.
Flat setup: $299. Optional monthly optimization: $149.
Start async setup: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-2222955809&vertical=dentist
Reply to mymultiplatform@gmail.com with ""YES"" for the one-page setup brief.

MYMSAF Ops | mymultiplatform@gmail.com","Hi Pearl Cosmetic DDS, I can deploy a no-call lead follow-up setup for dentist in 48h. Flat setup is $299. Start async: https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-2222955809&vertical=dentist","https://www.mymultiplatform.com/set_and_forget/offer.html?src=outreach&lead=node-2222955809&vertical=dentist","initial","0","failed","failed","pending","Command failed: osascript -e tell application ""Mail"" -e set outgoingMessage to make new outgoing message with properties {subject:""Pearl Cosmetic DDS: 90% automated lead follow-up setup"", content:""Hi Pearl Cosmetic DDS team,\n\nI run MYMSAF (MyMultiPlatform Set-and-Forget) for dentist businesses in San Diego.\nWe deplo","","2026-03-08T02:36:47.591Z"
